term,count,level,name
GO:0099602,84,3,neurotransmitter receptor regulator activity
GO:0008331,84,7,high voltage-gated calcium channel activity
GO:0016594,84,3,glycine binding
GO:0034338,84,5,short-chain carboxylesterase activity
GO:0031994,84,5,insulin-like growth factor I binding
GO:0008169,84,5,C-methyltransferase activity
GO:0030548,84,4,acetylcholine receptor regulator activity
GO:0140414,84,2,phosphopantetheine-dependent carrier activity
GO:0016406,84,6,carnitine O-acyltransferase activity
GO:0003691,84,6,double-stranded telomeric DNA binding
GO:0043139,84,4,5'-3' DNA helicase activity
GO:0051192,83,3,prosthetic group binding
GO:0005237,83,7,inhibitory extracellular ligand-gated ion channel activity
GO:0048039,83,4,ubiquinone binding
GO:0005534,83,4,galactose binding
GO:0005432,83,7,calcium:sodium antiporter activity
GO:0016805,83,6,dipeptidase activity
GO:0016855,83,4,"racemase and epimerase activity, acting on amino acids and derivatives"
GO:0004865,83,6,protein serine/threonine phosphatase inhibitor activity
GO:0015166,82,5,polyol transmembrane transporter activity
GO:0005172,82,5,vascular endothelial growth factor receptor binding
GO:0000822,82,3,inositol hexakisphosphate binding
GO:0008420,82,5,RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0016723,82,4,"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor"
GO:0000036,82,3,acyl carrier activity
GO:0019841,82,4,retinol binding
GO:0005459,82,6,UDP-galactose transmembrane transporter activity
GO:0046975,82,6,histone methyltransferase activity (H3-K36 specific)
GO:0044620,82,4,ACP phosphopantetheine attachment site binding
GO:0004069,81,5,L-aspartate:2-oxoglutarate aminotransferase activity
GO:0033130,81,4,acetylcholine receptor binding
GO:0019871,81,4,sodium channel inhibitor activity
GO:0004471,81,5,malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0004438,81,8,phosphatidylinositol-3-phosphatase activity
GO:0035197,81,6,siRNA binding
GO:0099186,81,3,structural constituent of postsynapse
GO:0016530,81,2,metallochaperone activity
GO:0004690,81,5,cyclic nucleotide-dependent protein kinase activity
GO:0106130,81,5,purine phosphoribosyltransferase activity
GO:0032036,81,5,myosin heavy chain binding
GO:0016453,80,6,C-acetyltransferase activity
GO:0030284,80,4,estrogen receptor activity
GO:0032454,80,5,histone demethylase activity (H3-K9 specific)
GO:0034714,80,6,type III transforming growth factor beta receptor binding
GO:0004955,80,7,prostaglandin receptor activity
GO:0140161,80,5,monocarboxylate:sodium symporter activity
GO:0015643,80,2,toxic substance binding
GO:0003918,80,4,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
GO:0035381,80,4,ATP-gated ion channel activity
GO:0031434,80,6,mitogen-activated protein kinase kinase binding
GO:1901474,80,3,azole transmembrane transporter activity
GO:0046920,80,6,alpha-(1->3)-fucosyltransferase activity
GO:0004859,79,5,phospholipase inhibitor activity
GO:0005025,79,7,"transforming growth factor beta receptor activity, type I"
GO:0030151,79,6,molybdenum ion binding
GO:0015112,79,5,nitrate transmembrane transporter activity
GO:0015924,79,7,mannosyl-oligosaccharide mannosidase activity
GO:0004739,79,5,pyruvate dehydrogenase (acetyl-transferring) activity
GO:0023023,78,3,MHC protein complex binding
GO:0034713,78,6,type I transforming growth factor beta receptor binding
GO:0032296,78,4,double-stranded RNA-specific ribonuclease activity
GO:0016899,78,4,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"
GO:0034596,78,7,phosphatidylinositol phosphate 4-phosphatase activity
GO:0070568,78,5,guanylyltransferase activity
GO:0004315,78,6,3-oxoacyl-[acyl-carrier-protein] synthase activity
GO:0001162,78,7,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding
GO:0043560,78,3,insulin receptor substrate binding
GO:1902388,77,5,ceramide 1-phosphate transfer activity
GO:0050072,77,6,m7G(5')pppN diphosphatase activity
GO:0035613,77,5,RNA stem-loop binding
GO:1990404,77,3,protein ADP-ribosylase activity
GO:0070513,77,4,death domain binding
GO:0001016,77,6,RNA polymerase III transcription regulatory region sequence-specific DNA binding
GO:0008568,77,3,microtubule-severing ATPase activity
GO:0015205,77,3,nucleobase transmembrane transporter activity
GO:0017081,77,3,chloride channel regulator activity
GO:0004579,77,6,dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0004611,77,5,phosphoenolpyruvate carboxykinase activity
GO:0016421,76,4,CoA carboxylase activity
GO:0004449,76,6,isocitrate dehydrogenase (NAD+) activity
GO:1904047,76,3,S-adenosyl-L-methionine binding
GO:0008515,76,6,sucrose transmembrane transporter activity
GO:0003997,76,5,acyl-CoA oxidase activity
GO:0005161,76,5,platelet-derived growth factor receptor binding
GO:0034594,76,7,phosphatidylinositol trisphosphate phosphatase activity
GO:0004525,76,5,ribonuclease III activity
GO:0102391,76,6,decanoate-CoA ligase activity
GO:0016672,75,4,"oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor"
GO:0005436,75,7,sodium:phosphate symporter activity
GO:0070700,75,6,BMP receptor binding
GO:0016913,75,6,follicle-stimulating hormone activity
GO:0036361,75,5,"racemase activity, acting on amino acids and derivatives"
GO:0019911,75,2,structural constituent of myelin sheath
GO:0042301,75,4,phosphate ion binding
GO:0016433,75,5,rRNA (adenine) methyltransferase activity
GO:0003994,74,5,aconitate hydratase activity
GO:0004656,74,5,procollagen-proline 4-dioxygenase activity
GO:0004791,74,2,thioredoxin-disulfide reductase activity
GO:0043274,74,4,phospholipase binding
GO:0005005,74,7,transmembrane-ephrin receptor activity
GO:0019863,74,4,IgE binding
GO:0016936,74,3,galactoside binding
GO:0019870,74,5,potassium channel inhibitor activity
GO:0001972,74,5,retinoic acid binding
GO:0035529,74,7,NADH pyrophosphatase activity
GO:0016151,74,6,nickel cation binding
GO:0030898,73,8,actin-dependent ATPase activity
GO:0016175,73,5,superoxide-generating NADPH oxidase activity
GO:0070742,73,4,C2H2 zinc finger domain binding
GO:0004331,72,8,"fructose-2,6-bisphosphate 2-phosphatase activity"
GO:0016760,72,6,cellulose synthase (UDP-forming) activity
GO:0035325,72,4,Toll-like receptor binding
GO:0048495,72,4,Roundabout binding
GO:0010436,72,5,carotenoid dioxygenase activity
GO:0016759,72,6,cellulose synthase activity
GO:0003854,72,5,3-beta-hydroxy-delta5-steroid dehydrogenase activity
GO:0008970,72,5,phospholipase A1 activity
GO:0099122,72,6,RNA polymerase II C-terminal domain binding
GO:0097157,72,6,pre-mRNA intronic binding
GO:0004571,72,8,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
GO:0043176,72,2,amine binding
GO:0008603,72,5,cAMP-dependent protein kinase regulator activity
GO:0030275,72,4,LRR domain binding
GO:0004362,72,2,glutathione-disulfide reductase activity
GO:0034236,71,4,protein kinase A catalytic subunit binding
GO:0005078,71,5,MAP-kinase scaffold activity
GO:0045294,71,3,alpha-catenin binding
GO:0003955,71,5,NAD(P)H dehydrogenase (quinone) activity
GO:0015181,71,5,arginine transmembrane transporter activity
GO:0015651,71,6,quaternary ammonium group transmembrane transporter activity
GO:0005550,71,3,pheromone binding
GO:0071837,71,4,HMG box domain binding
GO:0061133,71,5,endopeptidase activator activity
GO:0016215,70,5,acyl-CoA desaturase activity
GO:0031419,70,3,cobalamin binding
GO:1902387,70,4,ceramide 1-phosphate binding
GO:0016743,70,4,carboxyl- or carbamoyltransferase activity
GO:0015173,70,6,aromatic amino acid transmembrane transporter activity
GO:0047661,69,6,amino-acid racemase activity
GO:0015018,69,6,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0003873,69,6,6-phosphofructo-2-kinase activity
GO:0098505,69,8,G-rich strand telomeric DNA binding
GO:0030346,69,6,protein phosphatase 2B binding
GO:0015185,69,4,gamma-aminobutyric acid transmembrane transporter activity
GO:0016713,69,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen"
GO:0004691,69,6,cAMP-dependent protein kinase activity
GO:0019202,69,5,amino acid kinase activity
GO:0035256,69,5,G protein-coupled glutamate receptor binding
GO:0003985,69,7,acetyl-CoA C-acetyltransferase activity
GO:0003810,69,4,protein-glutamine gamma-glutamyltransferase activity
GO:0043422,69,6,protein kinase B binding
GO:0016505,68,5,peptidase activator activity involved in apoptotic process
GO:0062105,68,4,RNA 2'-O-methyltransferase activity
GO:0031628,68,5,opioid receptor binding
GO:0022851,68,5,GABA-gated chloride ion channel activity
GO:0005123,68,6,death receptor binding
GO:0004528,68,6,phosphodiesterase I activity
GO:0004028,68,5,3-chloroallyl aldehyde dehydrogenase activity
GO:0004459,68,5,L-lactate dehydrogenase activity
GO:0043121,68,4,neurotrophin binding
GO:0060229,68,4,lipase activator activity
GO:0051378,67,3,serotonin binding
GO:0004792,67,5,thiosulfate sulfurtransferase activity
GO:0033691,67,3,sialic acid binding
GO:0043855,67,6,cyclic nucleotide-gated ion channel activity
GO:1990239,67,3,steroid hormone binding
GO:0045028,67,5,G protein-coupled purinergic nucleotide receptor activity
GO:0070324,67,3,thyroid hormone binding
GO:0019215,67,3,intermediate filament binding
GO:0035374,67,3,chondroitin sulfate binding
GO:0019788,67,4,NEDD8 transferase activity
GO:0016427,67,5,tRNA (cytosine) methyltransferase activity
GO:0009008,67,3,DNA-methyltransferase activity
GO:0097027,67,4,ubiquitin-protein transferase activator activity
GO:0005221,67,7,intracellular cyclic nucleotide activated cation channel activity
GO:0036402,67,8,proteasome-activating ATPase activity
GO:0004144,67,7,diacylglycerol O-acyltransferase activity
GO:0048531,66,6,"beta-1,3-galactosyltransferase activity"
GO:0003909,66,3,DNA ligase activity
GO:0016647,66,4,"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor"
GO:0003964,66,4,RNA-directed DNA polymerase activity
GO:0004774,66,5,succinate-CoA ligase activity
GO:0016160,66,5,amylase activity
GO:0017128,66,4,phospholipid scramblase activity
GO:0004128,66,5,"cytochrome-b5 reductase activity, acting on NAD(P)H"
GO:0004372,66,5,glycine hydroxymethyltransferase activity
GO:0051538,66,4,"3 iron, 4 sulfur cluster binding"
GO:0042973,66,7,"glucan endo-1,3-beta-D-glucosidase activity"
GO:0032052,66,6,bile acid binding
GO:0004679,66,5,AMP-activated protein kinase activity
GO:0015183,66,4,L-aspartate transmembrane transporter activity
GO:0030492,66,3,hemoglobin binding
GO:0039706,66,3,co-receptor binding
GO:1901612,66,5,cardiolipin binding
GO:0009041,65,6,uridylate kinase activity
GO:0015204,65,4,urea transmembrane transporter activity
GO:0016503,65,5,pheromone receptor activity
GO:0008177,65,5,succinate dehydrogenase (ubiquinone) activity
GO:0017151,65,4,DEAD/H-box RNA helicase binding
GO:0017002,65,6,activin-activated receptor activity
GO:0035497,65,8,cAMP response element binding
GO:0019784,65,7,NEDD8-specific protease activity
GO:0004169,65,6,dolichyl-phosphate-mannose-protein mannosyltransferase activity
GO:0097506,65,4,deaminated base DNA N-glycosylase activity
GO:0004687,65,5,myosin light chain kinase activity
GO:0019855,65,5,calcium channel inhibitor activity
GO:0004126,65,4,cytidine deaminase activity
GO:0015189,65,5,L-lysine transmembrane transporter activity
GO:0042975,65,4,peroxisome proliferator activated receptor binding
GO:0034046,65,7,poly(G) binding
GO:0004303,65,5,estradiol 17-beta-dehydrogenase activity
GO:0051903,64,5,S-(hydroxymethyl)glutathione dehydrogenase activity
GO:0033038,64,5,bitter taste receptor activity
GO:0016176,64,4,superoxide-generating NADPH oxidase activator activity
GO:0036440,64,5,citrate synthase activity
GO:0016872,64,3,intramolecular lyase activity
GO:0016714,64,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
GO:0051864,64,5,histone demethylase activity (H3-K36 specific)
GO:0070905,64,4,serine binding
GO:0015093,64,6,ferrous iron transmembrane transporter activity
GO:0004065,63,5,arylsulfatase activity
GO:0031402,63,6,sodium ion binding
GO:0008510,63,6,sodium:bicarbonate symporter activity
GO:0050815,63,5,phosphoserine residue binding
GO:0035240,63,3,dopamine binding
GO:0004353,63,5,glutamate dehydrogenase [NAD(P)+] activity
GO:0004473,63,5,malate dehydrogenase (decarboxylating) (NADP+) activity
GO:0008506,63,6,sucrose:proton symporter activity
GO:0004486,63,5,methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity
GO:0035612,63,3,AP-2 adaptor complex binding
GO:0005471,63,6,ATP:ADP antiporter activity
GO:0140410,63,5,solute:bicarbonate symporter activity
GO:0004045,63,4,aminoacyl-tRNA hydrolase activity
GO:0009669,63,5,sucrose:cation symporter activity
GO:0031995,63,5,insulin-like growth factor II binding
GO:0004775,63,6,succinate-CoA ligase (ADP-forming) activity
GO:0051400,62,4,BH domain binding
GO:0036122,62,4,BMP binding
GO:0047023,62,5,androsterone dehydrogenase activity
GO:0000064,62,5,L-ornithine transmembrane transporter activity
GO:0033592,62,5,RNA strand annealing activity
GO:0005007,62,6,fibroblast growth factor-activated receptor activity
GO:0004711,62,5,ribosomal protein S6 kinase activity
GO:0050700,62,4,CARD domain binding
GO:0019531,62,6,oxalate transmembrane transporter activity
GO:0016174,62,5,NAD(P)H oxidase (H(2)O(2)-forming activity
GO:0001094,62,3,TFIID-class transcription factor complex binding
GO:0004723,62,5,calcium-dependent protein serine/threonine phosphatase activity
GO:0004807,61,5,triose-phosphate isomerase activity
GO:0003896,61,6,DNA primase activity
GO:0071933,61,3,Arp2/3 complex binding
GO:0004161,61,5,dimethylallyltranstransferase activity
GO:0047498,61,6,calcium-dependent phospholipase A2 activity
GO:0004488,61,6,methylenetetrahydrofolate dehydrogenase (NADP+) activity
GO:0008432,61,6,JUN kinase binding
GO:0097599,61,5,xylanase activity
GO:0015232,61,4,heme transporter activity
GO:0031005,61,4,filamin binding
GO:0004844,61,5,uracil DNA N-glycosylase activity
GO:0008469,61,5,histone-arginine N-methyltransferase activity
GO:0031957,61,5,very long-chain fatty acid-CoA ligase activity
GO:0015141,61,7,succinate transmembrane transporter activity
GO:0015168,60,4,glycerol transmembrane transporter activity
GO:0004478,60,4,methionine adenosyltransferase activity
GO:0016004,60,5,phospholipase activator activity
GO:0016290,60,7,palmitoyl-CoA hydrolase activity
GO:0016416,60,6,O-palmitoyltransferase activity
GO:0003910,60,4,DNA ligase (ATP) activity
GO:0004567,60,6,beta-mannosidase activity
GO:0004594,60,5,pantothenate kinase activity
GO:0019834,60,6,phospholipase A2 inhibitor activity
GO:0004826,60,5,phenylalanine-tRNA ligase activity
GO:0004430,60,6,1-phosphatidylinositol 4-kinase activity
GO:0008504,60,4,monoamine transmembrane transporter activity
GO:0042132,59,8,"fructose 1,6-bisphosphate 1-phosphatase activity"
GO:0019136,59,7,deoxynucleoside kinase activity
GO:0008656,59,4,cysteine-type endopeptidase activator activity involved in apoptotic process
GO:0050291,59,6,sphingosine N-acyltransferase activity
GO:0015280,59,7,ligand-gated sodium channel activity
GO:0070016,59,4,armadillo repeat domain binding
GO:0010385,59,6,double-stranded methylated DNA binding
GO:0030620,59,6,U2 snRNA binding
GO:0009378,59,4,four-way junction helicase activity
GO:0004952,59,5,dopamine neurotransmitter receptor activity
GO:0004563,59,6,beta-N-acetylhexosaminidase activity
GO:0019103,59,4,pyrimidine nucleotide binding
GO:0004931,59,5,extracellularly ATP-gated cation channel activity
GO:0005000,59,5,vasopressin receptor activity
GO:0004450,59,6,isocitrate dehydrogenase (NADP+) activity
GO:0046974,59,6,histone methyltransferase activity (H3-K9 specific)
GO:0004108,58,6,citrate (Si)-synthase activity
GO:0005021,58,6,vascular endothelial growth factor-activated receptor activity
GO:0016843,58,4,amine-lyase activity
GO:0035174,58,5,histone serine kinase activity
GO:0016972,58,5,thiol oxidase activity
GO:0031996,58,4,thioesterase binding
GO:0008131,58,5,primary amine oxidase activity
GO:0010997,58,3,anaphase-promoting complex binding
GO:0047631,58,6,ADP-ribose diphosphatase activity
GO:0045125,58,5,bioactive lipid receptor activity
GO:0030337,57,3,DNA polymerase processivity factor activity
GO:0030550,57,4,acetylcholine receptor inhibitor activity
GO:0030228,57,2,lipoprotein particle receptor activity
GO:0016435,57,5,rRNA (guanine) methyltransferase activity
GO:0005483,57,4,soluble NSF attachment protein activity
GO:0030267,57,5,glyoxylate reductase (NADP) activity
GO:0016494,57,6,C-X-C chemokine receptor activity
GO:0004839,57,5,ubiquitin activating enzyme activity
GO:0008093,57,4,cytoskeletal anchor activity
GO:0004385,57,6,guanylate kinase activity
GO:0016997,57,5,alpha-sialidase activity
GO:0004771,57,5,sterol esterase activity
GO:0004661,57,4,protein geranylgeranyltransferase activity
GO:0031432,57,4,titin binding
GO:0034452,56,4,dynactin binding
GO:0035005,56,6,1-phosphatidylinositol-4-phosphate 3-kinase activity
GO:0005165,56,5,neurotrophin receptor binding
GO:0051880,56,5,G-quadruplex DNA binding
GO:0000268,56,5,peroxisome targeting sequence binding
GO:0031731,56,7,CCR6 chemokine receptor binding
GO:0046030,56,7,inositol trisphosphate phosphatase activity
GO:0016728,56,4,"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor"
GO:0004310,56,6,farnesyl-diphosphate farnesyltransferase activity
GO:0003917,56,4,"DNA topoisomerase type I (single strand cut, ATP-independent) activity"
GO:0005542,56,3,folic acid binding
GO:0051011,56,6,microtubule minus-end binding
GO:0000250,56,5,lanosterol synthase activity
GO:0000182,56,7,rDNA binding
GO:0016531,56,3,copper chaperone activity
GO:0008559,56,6,ATPase-coupled xenobiotic transmembrane transporter activity
GO:0031559,56,4,oxidosqualene cyclase activity
GO:0004308,56,6,exo-alpha-sialidase activity
GO:0004647,56,6,phosphoserine phosphatase activity
GO:0050833,56,6,pyruvate transmembrane transporter activity
GO:0019869,56,4,chloride channel inhibitor activity
GO:0061731,55,5,ribonucleoside-diphosphate reductase activity
GO:0004768,55,6,stearoyl-CoA 9-desaturase activity
GO:0005527,55,3,macrolide binding
GO:0005138,55,5,interleukin-6 receptor binding
GO:0033204,55,5,ribonuclease P RNA binding
GO:0052834,55,7,inositol monophosphate phosphatase activity
GO:0097100,55,6,supercoiled DNA binding
GO:0017153,55,5,sodium:dicarboxylate symporter activity
GO:0042300,55,5,beta-amyrin synthase activity
GO:0018812,55,5,3-hydroxyacyl-CoA dehydratase activity
GO:0004983,55,6,neuropeptide Y receptor activity
GO:0016618,55,5,hydroxypyruvate reductase activity
GO:0004731,55,5,purine-nucleoside phosphorylase activity
GO:0004779,55,6,sulfate adenylyltransferase activity
GO:0051996,55,6,squalene synthase activity
GO:0003726,55,5,double-stranded RNA adenosine deaminase activity
GO:0070401,55,4,NADP+ binding
GO:0023026,55,4,MHC class II protein complex binding
GO:0004748,55,6,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
GO:0004035,55,6,alkaline phosphatase activity
GO:0097177,55,5,mitochondrial ribosome binding
GO:0031748,54,6,D1 dopamine receptor binding
GO:0004530,54,6,deoxyribonuclease I activity
GO:0042609,54,4,CD4 receptor binding
GO:0051731,54,5,polynucleotide 5'-hydroxyl-kinase activity
GO:0017150,54,4,tRNA dihydrouridine synthase activity
GO:0033192,54,6,calmodulin-dependent protein phosphatase activity
GO:0098518,54,6,polynucleotide phosphatase activity
GO:0004591,54,5,oxoglutarate dehydrogenase (succinyl-transferring) activity
GO:0036374,54,7,glutathione hydrolase activity
GO:0042166,54,3,acetylcholine binding
GO:0016726,54,4,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor"
GO:0004618,54,5,phosphoglycerate kinase activity
GO:0008410,54,4,CoA-transferase activity
GO:0004694,54,2,eukaryotic translation initiation factor 2alpha kinase activity
GO:0008745,54,3,N-acetylmuramoyl-L-alanine amidase activity
GO:0005353,53,7,fructose transmembrane transporter activity
GO:0042608,53,3,T cell receptor binding
GO:0016595,53,6,glutamate binding
GO:0034618,53,4,arginine binding
GO:0052650,53,7,NADP-retinol dehydrogenase activity
GO:0048407,53,4,platelet-derived growth factor binding
GO:0030942,53,5,endoplasmic reticulum signal peptide binding
GO:0045295,53,3,gamma-catenin binding
GO:0016748,53,5,succinyltransferase activity
GO:0004556,53,6,alpha-amylase activity
GO:0047086,53,5,ketosteroid monooxygenase activity
GO:0051766,53,5,inositol trisphosphate kinase activity
GO:0016149,53,6,"translation release factor activity, codon specific"
GO:0005199,53,2,structural constituent of cell wall
GO:0032190,53,4,acrosin binding
GO:0070404,53,4,NADH binding
GO:0008184,53,6,glycogen phosphorylase activity
GO:0043878,53,5,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0004084,53,5,branched-chain-amino-acid transaminase activity
GO:0002094,53,5,polyprenyltransferase activity
GO:0016211,53,5,ammonia ligase activity
GO:0015187,53,4,glycine transmembrane transporter activity
GO:0000033,53,6,"alpha-1,3-mannosyltransferase activity"
GO:0000702,52,4,oxidized base lesion DNA N-glycosylase activity
GO:0005345,52,4,purine nucleobase transmembrane transporter activity
GO:0102250,52,5,linear malto-oligosaccharide phosphorylase activity
GO:0004735,52,5,pyrroline-5-carboxylate reductase activity
GO:0102499,52,5,SHG alpha-glucan phosphorylase activity
GO:0000099,52,4,sulfur amino acid transmembrane transporter activity
GO:0008309,52,6,double-stranded DNA exodeoxyribonuclease activity
GO:0005528,52,4,FK506 binding
GO:0052716,52,5,hydroquinone:oxygen oxidoreductase activity
GO:0008934,52,8,inositol monophosphate 1-phosphatase activity
GO:0070095,52,3,fructose-6-phosphate binding
GO:0004614,52,5,phosphoglucomutase activity
GO:0005133,52,5,interferon-gamma receptor binding
GO:0033170,51,9,protein-DNA loading ATPase activity
GO:0010334,51,6,sesquiterpene synthase activity
GO:0099511,51,7,voltage-gated calcium channel activity involved in regulation of cytosolic calcium levels
GO:0016262,51,3,protein N-acetylglucosaminyltransferase activity
GO:0005332,51,5,gamma-aminobutyric acid:sodium symporter activity
GO:0015245,51,3,fatty acid transmembrane transporter activity
GO:0043515,51,2,kinetochore binding
GO:0034513,51,6,box H/ACA snoRNA binding
GO:0046812,51,2,host cell surface binding
GO:0009019,51,6,tRNA (guanine-N1-)-methyltransferase activity
GO:0052833,51,8,inositol monophosphate 4-phosphatase activity
GO:0042289,51,5,MHC class II protein binding
GO:0004301,51,5,epoxide hydrolase activity
GO:2001070,51,4,starch binding
GO:0004095,51,7,carnitine O-palmitoyltransferase activity
GO:0030943,51,5,mitochondrion targeting sequence binding
GO:0004813,51,5,alanine-tRNA ligase activity
GO:0004829,51,5,threonine-tRNA ligase activity
GO:0004477,51,6,methenyltetrahydrofolate cyclohydrolase activity
GO:0070883,51,5,pre-miRNA binding
GO:1990226,51,4,histone methyltransferase binding
GO:0016822,50,3,"hydrolase activity, acting on acid carbon-carbon bonds"
GO:0005412,50,5,glucose:sodium symporter activity
GO:0004830,50,5,tryptophan-tRNA ligase activity
GO:0080019,50,5,fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0005222,50,8,intracellular cAMP-activated cation channel activity
GO:0016823,50,4,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
GO:0005047,50,4,signal recognition particle binding
GO:0045174,50,2,glutathione dehydrogenase (ascorbate) activity
GO:0004309,50,6,exopolyphosphatase activity
GO:0051748,50,6,UTP-monosaccharide-1-phosphate uridylyltransferase activity
GO:0004090,50,5,carbonyl reductase (NADPH) activity
GO:0000048,50,4,peptidyltransferase activity
GO:0004356,50,6,glutamate-ammonia ligase activity
GO:0004957,50,8,prostaglandin E receptor activity
GO:0004067,50,5,asparaginase activity
GO:0004615,50,5,phosphomannomutase activity
GO:0030911,50,4,TPR domain binding
GO:0036137,50,5,kynurenine aminotransferase activity
GO:0102965,49,5,alcohol-forming fatty acyl-CoA reductase activity
GO:1990247,49,5,N6-methyladenosine-containing RNA binding
GO:0042979,49,3,ornithine decarboxylase regulator activity
GO:0005113,49,4,patched binding
GO:0004557,49,6,alpha-galactosidase activity
GO:0016212,49,6,kynurenine-oxoglutarate transaminase activity
GO:0002054,49,3,nucleobase binding
GO:0016730,49,3,"oxidoreductase activity, acting on iron-sulfur proteins as donors"
GO:0004781,49,7,sulfate adenylyltransferase (ATP) activity
GO:0051377,49,5,mannose-ethanolamine phosphotransferase activity
GO:0035184,49,5,histone threonine kinase activity
GO:0046977,49,3,TAP binding
GO:0101020,49,4,estrogen 16-alpha-hydroxylase activity
GO:0004370,49,5,glycerol kinase activity
GO:0030274,49,4,LIM domain binding
GO:0042809,49,6,vitamin D receptor binding
GO:0035804,49,2,structural constituent of egg coat
GO:0016907,49,5,G protein-coupled acetylcholine receptor activity
GO:0004862,49,6,cAMP-dependent protein kinase inhibitor activity
GO:0000992,49,7,RNA polymerase III cis-regulatory region sequence-specific DNA binding
GO:0102345,48,5,3-hydroxy-lignoceroyl-CoA dehydratase activity
GO:0004719,48,5,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
GO:0102344,48,5,3-hydroxy-behenoyl-CoA dehydratase activity
GO:0017077,48,3,oxidative phosphorylation uncoupler activity
GO:0102343,48,5,3-hydroxy-arachidoyl-CoA dehydratase activity
GO:0033220,48,4,ATPase-coupled amide-transporter activity
GO:0015616,48,3,DNA translocase activity
GO:0052832,48,8,inositol monophosphate 3-phosphatase activity
GO:0001758,48,5,retinal dehydrogenase activity
GO:0102158,48,5,very-long-chain 3-hydroxyacyl-CoA dehydratase activity
GO:0002162,48,3,dystroglycan binding
GO:0005223,48,8,intracellular cGMP-activated cation channel activity
GO:0004703,48,5,G protein-coupled receptor kinase activity
GO:0003983,48,7,UTP:glucose-1-phosphate uridylyltransferase activity
GO:0008035,48,5,high-density lipoprotein particle binding
GO:0033765,47,4,"steroid dehydrogenase activity, acting on the CH-CH group of donors"
GO:0005225,47,6,volume-sensitive anion channel activity
GO:0017162,47,4,aryl hydrocarbon receptor binding
GO:0008310,47,7,single-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0016882,47,4,cyclo-ligase activity
GO:0071916,47,6,dipeptide transmembrane transporter activity
GO:0001163,47,6,RNA polymerase I transcription regulatory region sequence-specific DNA binding
GO:1990756,47,4,ubiquitin ligase-substrate adaptor activity
GO:0019187,47,6,"beta-1,4-mannosyltransferase activity"
GO:0015140,47,7,malate transmembrane transporter activity
GO:0003978,47,5,UDP-glucose 4-epimerase activity
GO:0008532,47,6,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity"
GO:0030306,47,6,ADP-ribosylation factor binding
GO:0000035,47,2,acyl binding
GO:0009927,47,2,histidine phosphotransfer kinase activity
GO:0001006,47,8,RNA polymerase III type 3 promoter sequence-specific DNA binding
GO:0016987,47,2,sigma factor activity
GO:0004465,47,6,lipoprotein lipase activity
GO:0003689,47,5,DNA clamp loader activity
GO:0008449,47,5,N-acetylglucosamine-6-sulfatase activity
GO:0015142,47,5,tricarboxylic acid transmembrane transporter activity
GO:0086008,47,7,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization
GO:0046703,47,4,natural killer cell lectin-like receptor binding
GO:0032027,47,5,myosin light chain binding
GO:0043522,47,5,leucine zipper domain binding
GO:0008140,46,5,cAMP response element binding protein binding
GO:0002151,46,5,G-quadruplex RNA binding
GO:0070728,46,4,leucine binding
GO:0140328,46,5,floppase activity
GO:0034647,46,6,histone demethylase activity (H3-trimethyl-K4 specific)
GO:0070290,46,6,N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0048406,46,5,nerve growth factor binding
GO:0089720,46,5,caspase binding
GO:0070411,46,4,I-SMAD binding
GO:0030881,46,3,beta-2-microglobulin binding
GO:0004966,46,6,galanin receptor activity
GO:0010851,46,3,cyclase regulator activity
GO:0000293,46,5,ferric-chelate reductase activity
GO:1990189,46,9,peptide-serine-N-acetyltransferase activity
GO:0008982,46,4,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
